[c][FFBA29FF]{0}[-][/c]의 호감도가 [c][FFBA29FF]{1}[-][/c] 상승했습니다.	[c][FFBA29FF]{0}[-][/c]'s Affection has been raised by [c][FFBA29FF]{1}[-][/c]
현재 호감도 : [c][FFBA29FF]{0}[-][/c]	Current affection: [c][FFBA29FF]{0}[-][/c]
의 보급 목록	Supply Delivery List
일까지	By
[c][FFCC00FF]{0}[-][/c] 를 구입 하였습니다.	You purchased [c][FFCC00FF]{0}[-][/c]
"[c][FFCC00FF]{0}[-][/c] 참치를 사용해`n{1} [c][FFCC00FF]{2}[-][/c]개를 구입 하였습니다."	"[c][FFCC00FF]{0}[-][/c] Tuna Cans`n{1} [c][FFCC00FF]{2}[-][/c] have been purchased."
선택됨	Selected
추가 선물이 없습니다.	There are no additional gifts.
모든 전투원 제조 슬롯이 사용중입니다.	All Unit build slots are in use.
월요일	Monday
화요일	Tuesday
수요일	Wednesday
목요일	Thursday
금요일	Friday
토요일	Saturday
일요일	Sunday
"[c][FFBA29FF]연구소[-][/c]에서  [c][FFBA29FF]{0}[-][/c] 시설을 연구해야`n사용할 수 있습니다."	"We need to research [c][FFBA29FF]{0}[-][/c] in the [c][FFBA29FF]research lab[-][/c]`nBefore it can be used"
잔여 횟수 : {0}	{0} remaining
개방된 외전 챕터가 없습니다.	There is no open abduction chapter.
이야기를 진행할 전투원을 선택해 주세요.	Please select a Unit to hear their story.
입력한 내용 중, 비정상적인 문자가 포함되어 있어 승인이 불가능합니다.	Your entry contains special characters and cannot be approved.
입력한 내용 중, 욕설 등의 부적절한 단어가 포함되어 있어 승인이 불가능합니다.	Your entry contains inappropriate words such as foul language and cannot be approved.
탐사 스쿼드 선택	Exploration squad selection
평균 레벨이 조건에 맞지 않습니다.	The average level requirement is not met.
평균 인원이 조건에 맞지 않습니다.	The squad size requirement is not met.
스쿼드 중에 수복중인 객체가 있습니다.	There is a squad member being recovered.
스쿼드 중에 전투불능 상태인 객체가 있습니다.	There is an incapacitated squad member.
분해 전투원 선택	Unit recycling selection
분해 장비 선택	Gear recycling selection
"강화 재료`n장비 선택`n"	"Select gear`nenhancement material"
전투 진행 속도를 조정 합니다.	Adjust battle speed
텍스트 출력 속도를 조정합니다.	Adjust text speed
스테이지 진행 시, 이미 본 스토리를 다시 봅니다.	As you progress, review story content you've already seen
임무 완료 시, 알림 창이 출력됩니다.	Display a notification when a mission is completed.
전투 중, 전투원 컷 인을 출력합니다.	Show a Unit cut-in during combat.
전투 중, 부상 컷 인을 출력합니다.	Show Unit battle damage cut-ins duing combat.
배경 음악 볼륨을 조정합니다.	Adjust the background music volume.
효과음 볼륨을 조정합니다.	Adjust the sound volume.
캐릭터 음성 볼륨을 조정합니다.	Adjust the character voice volume.
점검 완료 및 이벤트 푸시 공지를 수신합니다.	Receive push notifications.
파견 완료 시, 푸시 알람을 수신합니다.	Receive push notifications when explorations complete.
전투원이 수복 완료되면 푸시 알람을 수신합니다.	Receive push notifications when Units are recovered.
연구가 완료되면 푸시 알람을 수신합니다.	Receive push notifications when research is completed.
남은 수복 시간	Time for Recovery
"[c][f0f0b3]{0}[-][/c]의 쾌속 수복에 다음과 같이 자원이 필요합니다`n쾌속 수복을 실행하시겠습니까?"	"Requires using: [c][f0f0b3]{0}[-][/c]`nWould you like to run a Quick Fix?"
[c][FFFFFF7D]사정 거리[-][/c]	[c][FFFFFF7D]Range[-][/c]
[c][FFFFFF7D]행동력 소모[-][/c]	[c][FFFFFF7D]AP Used[-][/c]
{0} 파괴양을 정해주세요	Select the amount of {0} to consume
{0} 파괴량을 정해주세요	Select the amount of {0} to consume
[c][f0f0b3]{0}[-][/c] 전투원의 호감도가 상승했습니다.	The unit's affection has increased by [c][f0f0b3]{0}[-][/c]
[c][f0f0b3]{0}[-][/c] 전투원의 경험치가 [c][f0f0b3]{1}[-][/c] 상승했습니다.	Unit [c][f0f0b3]{0}[-][/c] gained [c][f0f0b3]{1}[-][/c] experience.
판매 중인 상품이 없습니다.	There is nothing on sale.
자원 탐색 중인 스쿼드는 편집할 수 없습니다.	You cannot modify squads while they are exploring.
정보창으로	Info Window
적합률 : [c][f0f0b3]{0}%[-][/c]	Compatibility: [c][f0f0b3]{0}%[-][/c]
더 이상 확장할 수 없습니다.	It cannot be extended further.
해 제	Remove
공지	Notice
점검	Check
이벤트	Event
반복 전투는 클리어 스테이지만 가능합니다.	You can only Repeat Battle in cleared stages.
연동됨	Linked
소개말은 30자 제한 입니다.	Your welcome message is limited to 30 characters.
전투 시뮬레이션 중에는 스쿼드 변경을 할 수 없습니다.	Squad changes cannot be made during combat simulation.
장착 가능한 장비가 없습니다.	There is no available gear.
유효 사거리 밖입니다.	Exceeds effective range.
적용 중인 효과 없음	There is no effect
배치됨	Deployed
연구 필요 조건을 만족하지 못했습니다.	You did not meet the research requirements.
소개말이 등록되었습니다.	Welcome message registered.
정지기간 :	Wait time: 
까지	Until
잠시 후 반복전투가 시작됩니다	The battle will begin shortly
반복전투 종료	End Repeat Battle
"새로운 버전이 스토어에 업데이트 되었습니다.`n다운로드를 위해 스토어로 이동합니다."	"A new version has been released.`nPlease get the new version to play."
지원 스쿼드의 유일한 전투원이어서 해제 또는 다른 스쿼드에 배치할 수 없습니다. 	This is the only Unit in the supporting squad and they cannot be released or placed in another squad.
정보 없음	No information
[c][FFBA29FF]{0}[-][/c]이(가) 부족해 진행할 수 없습니다	Not enough [c][FFBA29FF]{0}[-][/c] to proceed.
지금은 서버가 혼잡합니다. 나중에 다시 시도해주세요 	The server is overloaded. Please try again later.
강화 포인트가 모자라 선택할 수 없습니다.	There are not enough Enhancement Points left to select this Unit.
더 이상 탐사를 보낼 수 없습니다.	You cannot send more explorers.
"아래 메일로 문의 부탁 드립니다.`nE-mail : last_origin@smartjoy-game.com"	"Please contact us at the following e-mail:`nE-mail : last_origin@smartjoy-game.com"
한 번에 분해할 수 있는 전투원 수가 가득 찼습니다.	The Unit recycling queue is full.
한 번에 분해할 수 있는 장비 수가 가득 찼습니다.	The gear recycling queue is full.
입장 티켓이 부족 합니다.	Out of daily tickets
자기 자신은 검색할 수 없습니다.	You can't search for yourself.
정보	Information
- 기본 자원 보상 -	- Resources Found -
- 추가 획득 보상 -	- Additional Materials Found -
추가 보상이 없습니다.	No resources found.
획득 보상이 없습니다.	No materials found.
{0} 라운드 지속	{0} rounds remaining
서버가 혼잡하여 입장이 지연되고 있습니다.	Access is delayed due to server overloading.
입장 가능한 요일이 아닙니다.	Access is denied due to server availability.
입장 자원이 부족합니다.	Access is denied due to a lack of resources.
입장 대기인원 {0}명	Position in queue: {0}
카페가기	Go to Cafe
장시간 응답이 없어 앱을 종료합니다.	App has been closed due to inactivity.
접속 대기 중입니다.	Waiting for connection.
즉시	Momentarily
종료	End
선물할 아이템이 없습니다.	You have no gifts.
[c][f0f0b3]{0}[-][/c] 전투원의 스킬 경험치가 [c][f0f0b3]{1}[-][/c] 상승했습니다.	[c][f0f0b3]{0}[-][/c] Units have gained [c][f0f0b3]{1}[-][/c] experience.
게임 접속중입니다.	Connection Established
게임 접속 대기	Wait for game connection
한 번에 강화할 수 있는 장비 수가 가득 찼습니다.	The amount of gear you can power up at once is full.
반복전투 취소	Cancel Repeat Battle
사용 가능한 부품이 없습니다.	Not enough Parts.
전투 진입 준비 중입니다...	Preparing to enter battle...
자원 소모량 표기	Display resource costs
코어 링크된 전투원 표기	Display Core Linked Units
유효하지 않은 구글 계정입니다.	Invalid Google account
구글 로그인에 실패하였습니다.	Google login failed
강화 레벨이 최대인 장비여서 더 이상 강화할 수 없습니다.	You are at the gear enhancement limit for this item.
장 착	Equip
"교체할 장비는 현재 다른 캐릭터가 장착 중인 장비입니다.`n그래도 장착 하시겠습니까?"	"The gear to be replaced is currently equipped on another Unit.`nDo you want to equip it anyway?"
장착 장비	Equipping
교체 장비	Replace Gear
자원 탐색중	Exploring
스쿼드 슬롯 해제	Vacate squad slot
회원탈퇴	Withdraw
"회원 탈퇴를 하는 경우 계정내 모든 데이터가 삭제 됩니다.`n회원 탈퇴로 인한 데이터 초기화는 환불 대상이 아닙니다.`n정말로 회원 탈퇴를 진행하시겠습니까?"	"If you withdraw, all data in your account will be deleted.`nLoss of data due to withdrawal is not eligible for a refund.`nDo you really want to withdraw?"
"회원 탈퇴를 하여 삭제된 계정데이터는 다시는 복구할 수 없습니다.`n정말로 회원 탈퇴를 진행하시겠습니까?"	"Loss of account data due to withdrawal cannot be recovered.`nDo you really want to withdraw?"
경고!	Warning!
재료 선택	Material selection
모듈	Core
획득 완료! 인벤토리를 확인해주세요.	Acquired! Please check your inventory.
닉네임 변경	Change Name
{0}이 1개 필요합니다.	One {0} is required.
"변경할 닉네임을 입력해 주세요.`n변경 시 {0}이 1개 소모 됩니다."	"Please enter a new name.`nA {0} will be consumed for each name change."
닉네임 변경이 완료 되었습니다.	Name change is complete.
닉네임 변경권이 없습니다.	You are not allowed to change your name.
"캐릭터 전체보기에서 사진 찍기 위해선 카메라 권한이 필요합니다.`n카메라 권한 요청을 하시겠습니까?"	"Camera permissions are required to take a picture.`nDo you want to grant camera permissions?"
삼안 산업 물자 교환소	"Saman Industries`nMaterial Exchange"
이벤트 교환	"Event`nExchange"
강화 재료	Enhancement Materials
제작 재료	Crafting Materials
의상 처분	Costume Recycling
의상 교환	Costume Exchange
전투원/장비	Units / Gear
좌측 탭에서 교환할 의상을 선택 해주세요.	Please select a costume to exchange from the left.
선택된 의상을 하단에 표기된 교환권으로 교환합니다.	The selected costume will be exchanged for the voucher indicated below.
교환하기	Exchange
위의 내용으로 교환 하시겠습니까?	Do you want to exchange it with the above?
교환수량	Quantity to exchange
교환에 성공 하였습니다.	Exchange successful
교환 완료	Exchange completed
교환 실패	Exchange failed
교환에 필요한 자원이 부족합니다.	Not enough resources for exchange
교환할 {0}의 수량을 선택 해주세요.	Exchange how many {0}?
이 상품으로 교환 하시겠습니까?	Do you want to exchange for this item?
보유 의상	Owned Costumes
교환 개수	Number of exchanges
최대 교환 개수를 초과해 교환하실 수 없습니다.	You cannot exchange more than the maximum allowed exchanges.
{0}개	{0} item(s)
{0} [c][f0f0b3]{1}개[-][/c] 교환에 성공 하였습니다.	{0} [c][f0f0b3]{1}개[-][/c] exchanges were successful.
연결이 원활하지 않아 요청을 수행할 수 없습니다.	A connection could not be made because of a poor connection quality.
다시 접속	Reconnect
연결이 원활하지 않아 진행할 수 없습니다. 타이틀 화면으로 돌아갑니다.	The connection quality is too poor to continue. Returning to the Title Screen.
이벤트 스테이지	Event Stage
인벤토리가 부족해 일부 품목은 우편으로 발송되었습니다.	Some items were mailed to you due to insufficient inventory space.
전투 서버와 연결이 원활하지 않아 요청을 수행할 수 없습니다.	The request could not be completed due to poor connectivity with the battle server.
전투 서버와 연결이 원활하지 않아 진행할 수 없습니다. 타이틀 화면으로 돌아갑니다.	The connection to the battle server was lost and cannot proceed. Returning to the Title Screen.
분해중입니다. 잠시만 기다려주세요.	Recycling in progress, please wait.
강화포인트	Enhancement Point
운용 비용	Operating Costs
부대 운용 비용	Unit operating costs
탐사를 떠나면 선물을 받거나 수복이 불가능 합니다.	If you leave the expedition, you will not be able to receive or recover any gifts.
탐사중인 스쿼드는 장비 장착/해제를 제외한 정보를 변경할 수 없습니다.	No changes can be made to an exploring squad except to equip or remove items.
보낸 요청	Sent request
보낸 요청을 취소 하시겠습니까?	Are you sure you want to cancel the request?
보낸 요청이 없습니다.	No outbound requests.
장비 잠금	Lock Gear
잠금 해제	Unlock
수복필요	Needs recovery
중파	Moderate Damage
장착 장비 숨기기	Hide Equipped
강화 레벨	Enhancement Level
획득	Obtained
종류	Type
보조	Equip
전용	Special
전투원 승급	Promote Unit
승급 전투원 선택	Select Unit to promote
승급시킬 전투원을 선택해 주세요.	Please select a Unit to promote.
승급 [b2aaa5]조건[-]	Promotion [b2aaa5]conditions[-]
■ 승급 대상인 전투원만 승급 목록에 출력됩니다.	■ Only promotable Units will be displayed.
■ 승급에 필요한 [ffcc00]레벨[-]과 [00c6ff]호감도[-] 조건을 만족하면 승급을 진행할 수 있습니다.	You will be able to proceed only if you meet the [ffcc00]level[-] and [00c6ff]affection[-] requirements.
■ [ffcc00]SS등급[-]으로 승급 시, 승급 [ffcc00]전용 스킨[-]이 활성화됩니다.	When promoted to [ffcc00]SS Rank[-], an exclusive skin will be awarded.
승급에 필요한 조건을 달성하지 못했습니다.	You do not meet the requirement for promotion.
호감도	Affection
승급 시, 다음 자원이 소모 됩니다.	Promotion consumes the following resources.
승급을 진행 하시겠습니까?	Do you want to proceed with the promotion?
모든 승급이 완료된 전투원 입니다.	Unit has been fully promoted.
다음 승급이 개방되지 않은 전투원 입니다.	The next promotion is not available for this Unit.
스킬 레벨	Skill Level
승급 대상	Promotion target
호감도 : 	Affection: 
신규 스킬	New skills
전투입장	Battle Entry
스킬정보	Skill Info
승급 [b2aaa5]안내[-]	[b2aaa5]Promotion[-]
이벤트 보급 획득	Event Resource Acquisition
처분할 수 있는 상품이 없습니다.	There is nothing to exchange.
■ 슬롯 상단의 영구 코어화 버튼을 통해 전투원을 인벤토리에서 제외 시킬 수 있습니다.	■ You can remove linked Units from the roster by using the link button above the link slot.
■ 영구 링크로 소모한 전투원은 대기실로 되돌릴 수 없으며, 슬롯 초기화 시 사라집니다.	■ Units spent in a permanent link cannot return to the Lobby, and will disappear if the slot is reset.
"슬롯에 표기할 스킨을 선택해 주세요.`n보유하고 있는 스킨내에서 변경이 가능 합니다."	"Please select a skin to be displayed.`nYou can select any skin you own."
코어링크 : 적합률 [c][FFA820FF]{0}%[-][/c]	Core Link: Compatibility [c] [FFA820FF] {0}% [-] [/ c]
코어 링크에 사용되는 전투원 보존 여부를 선택해 주세요.	Please choose whether or not to preserve the linked Unit.
[c][FFA820FF]영구 링크 시, 해당 전투원은 링크 보너스를 제공 하고 인벤토리에서 사라집니다.[-][/c]	[c][FFA820FF]For permanent links, the Unit will provide a link and disappear from the roster.[-][/c]
영구 링크	Permanent
보존	Preserve
전투원 영구 링크 불가	Unit Permanent Link Not Available
장비를 장착중인 전투원은 링크가 불가능 합니다. 해당 캐릭터 설정으로 이동 하시겠습니까?	Units with gear cannot link. Do you want to go to the Character Details page?
대체 코어 설정	Alternate Core Settings
{0}을(를) 사용해 선택한 링크 슬롯에 적합률 [c][f0f0b3]100%[-][/c]인 대체 코어를 설정 합니다.	Use {0} to set an Alternate Core with [f0f0b3]100%[-][/c] compatibility for this slot.
{0}을(를) 사용해 선택한 링크 슬롯에 적합률 [c][f0f0b3]100%[-][/c]인 대체 코어를 설정 합니다.	Use {0} to set an Alternate Core with [f0f0b3]100%[-][/c] compatibility for this slot.
[c][f0f0b3]대체 코어는 링크되는 전투원의 형상으로 변경되며 슬롯에 영구 링크 됩니다.[-][/c]	[c][f0f0b3]Alternate Cores will take the shape of the Unit and be permanently linked.[-][/c]
링크 방식 설정	Link Method Selection
해당 전투원을 영구 링크 하시겠습니까?	Do you want to permanently link that Unit?
풀 링크 보너스 설정	Full Link Bonus Settings
"풀 링크 보너스는 [c][f0f0b3]1종만 선택[-][/c]할 수 있습니다.`n해당 기능을 풀 링크 보너스로 설정 하시겠습니까?"	"A Full Link Bonus [c][f0f0b3]can only be selected once.[-][/c]`nDo you want to select this Full Link bonus?"
총 적합률 [c][22F5FFFF]{0}%[-][/c]	Total Link Quality [c][22F5FFFF]{0}%[-][/c]
풀 링크 보너스	Full link bonus
[c][22F5FFFF][풀 링크 보너스는 총 적합률 500% 달성 시, 설정할 수 있습니다.][-][/c]	[c][22F5FFFF][The full link bonus is obtained at 500% total link quality][-][/c]
풀 링크 보너스 재 설정	Full link bonus reset
코어 링크 해제기를 소모해 풀 링크 보너스를 위와같이 재설정 합니다.	Consumes the Link Breaker to reset the full link bonus as shown.
링크 초기화	Begin Linking
"현재 슬롯을 초기화 합니다. [c][f0f0b3]링크 중인 코어는 소멸[-][/c] 됩니다.`n해당 링크 슬롯을 초기화하기 위해서는 [c][f0f0b3]링크 해제기[-][/c]가 필요 합니다."	"Reset the current slot. [c][f0f0b3]The linked core will be destroyed[-][/c]`nAn [c][f0f0b3]Link Breaker[-][/c] is required to reset the link slot."
적합률 {0}%	Compatibility
■ 코어링크 - 총 적합률 [c][22F5FFFF]{0}%[-][/c]	■ Core Link - Total Link Quality [c][22F5FFFF]{0}%[-][/c]
전투원 소모 불가	Unit cannot be consumed
스킨 선택	Select skin
장비를 장착중인 전투원은 링크가 불가능 합니다.	Units with gear cannot be linked.
장비를 장착중인 전투원은 영구 링크가 불가능 합니다.	Units with gear cannot be permanently linked.
장비를 장착중인 전투원은 영구 링크가 불가능 합니다.	Units with gear cannot be permanently linked.
적용중	Apply
풀링크 보너스 재설정	Reset full link bonus
코어 링크 해제기를 소모해 풀링크 보너스를 위와같이 재설정 합니다.	Consume the Core Link Releaser to reset the full link bonus as shown.
링크 보너스 총합	Link Bonus Total
"영구 링크된 캐릭터를 링크 해제 할 경우 영구히 삭제 됩니다.`n정말로 영구 링크를 해제 하시겠습니까?"	"If you unlink a permanently linked Unit, it will be destroyed.`nDo you really want to unlink this Unit?"
중요 전투원으로 등록되어 잠금 상태인 전투원은 영구 링크할 수 없습니다.	Units that are locked cannot be permanently linked.
상	High
중	Medium
하	Low
텍스쳐 품질	Texture Quality
설정한 부관의 이미지가 변경되지 않고 고정됩니다.	The image of the current aide cannot be changed.
"로비에서 출력되는 부관의 이미지가 보유하고 있는 모든 캐릭터의 이미지 중에서 랜덤으로 출력됩니다.`n실제 부관이 변경되는 것은 아니며 출력되는 이미지만 변경됩니다."	"The image of the aide in the lobby is randomly chosen from all Units owned.`nThe actual aide does not change, only the displayed image."
"로비에서 출력되는 부관의 이미지를 보유하고 있는 모든 캐릭터 중에서 랜덤으로 출력합니다.`n실제 부관이 변경되는 것은 아니며 출력되는 이미지만 변경됩니다."	"Display a random character from all owned characters in the lobby.`nThe actual aide doesn't change, only the displayed image."
"로비에서 출력되는 부관의 이미지가 보유하고 있는 모든 스킨의 이미지 중에서 랜덤으로 출력됩니다.`n실제 부관이 변경되는 것은 아니며 출력되는 이미지만 변경됩니다."	"The image of the aide in the lobby is randomly chosen from all Skins owned.`nThe actual aide does not change, only the displayed image."
"로비에서 출력되는 부관의 이미지를 보유하고 있는 스킨 중에서 랜덤으로 출력합니다.`n실제 부관이 변경되는 것은 아니며 출력되는 이미지만 변경됩니다."	"Display a random skin from all skins of all characters owned in the lobby.`nThe actual aide doesn't change, only the displayed image."
강화 불가 캐릭터 숨김	Hide Unenhanceable
아직 사용할 수 없는 지원 스쿼드입니다.	Support squad unavailable.
오르카 훈장 획득 수	Orca Medal Counter
스킨전용 배경이 활성화 되어 있습니다.	Activated skin background
이름	Name
다음 문제 때문에 더 이상 반복 전투를 진행할 수 없습니다.	Autobattle ended for the following reason:
장비 창고 부족	No more Warehouse space
장비 창고 부족	No more Warehouse space
캐릭터 창고 부족	No more Lobby space
소모품 창고 부족	Not enough resource capacity
자원 부족	Not enough resources
획득 가능 보급	Obtainable resources
철충 본대 도착까지 남은 일 수 :	Number of days remaining until main enemy arrives:
교전 중인 전장	Battlefield
진행 상황	Progress
구역 클리어 시 보상	Reward for Area Clear
점거 완료	Occupation complete
교전 중	In engagement
제 1구역	Area 1
제 2구역	Area 2
제 3구역	Area 3
제 4구역	Area 4
제 5구역	Area 5
제 6구역	Area 6
제 7구역	Area 7
제 8구역	Area 8
제 9구역	Area 9
제 10구역	Area 10
{0}구역 진행 상황 {1} 이상	Zone {0} progress is greater than {1}
초기화 시, 해당 시점까지의 진행 상태에 따라 보상이 지급됩니다.	Upon resetting, rewards will be awarded based on your current progress.
제 {0} 구역	Zone {0}
도착임박	Arrival
추가작업	Additional Work
리셋	Reset
상한 확장	Increase Limits
비활성화된 스테이지여서 탐색을 보낼 수 없습니다.	Exploration cannot be start because it is disabled.
배틀 로그	Battle Log
아이템 정보	Item Info
부품	Parts
영양	Nutrients
전력	Power
자원 회복 한도	Resource Capacity
연구 보너스	Research Bonus
외부 부대	Friends
소개말을 입력해 주세요.	Please enter your introduction
전체 랜덤	Random(Unit)
스킨 랜덤	Random(Skin)
함장실	Commander's Room
비밀의 방	Secret Room
0.5배속	x0.5 Speed
2배속	2x Speed
3배속	3x Speed
선물 선택	Select a gift
제작하기	Craft
고급모듈필요	Advanced module required
공방	"Work-`nshop"
로봇 설계도 목록	List of Robot designs
머리	Head
일반 제작 설정	General Crafting Settings
상부	Upper
하부	Lower
특수 제작 설정	Special Crafting Settings
메카닉 제작 설정	Robot Crafting Settings
필요 자원	Required Resources
총 소모 자원	Resource Cost
보유 자원	Resources Held
메카닉	Robots
강화 전투원 선택	Choose a Unit to enhance
회로 제공 전투원	Circuit Donor Units
남은 강화 포인트	Enhancement Points Left
강화 장비 선택	Choose Gear to enhance
강화 재료 아이템	Enhancement material
"닦고 조이고`n기름 치는 거거든?"	"Will you clean, tighten`nand grease?"
"회로 제공`n전투원 선택"	"Install Circuit`nSelect Unit"
지원	Support
공격	Attacker
보호	Defender
낮은 순         ▲	Ascending         ▲
보유 개수	Qty Held
레벨	Level
명중률	ACC
스토리 캐릭터	Story Character
정렬필터	Sort by
정렬 기준 선택	Sort By
높은 순         ▼	Descending         ▼
수집율	Collection Rate
출석 체크	Attendance Check
등록 된 부대	Friend List
부대 검색	Find Friend
통신 요청	Received Requests
등록 된 부대가 없습니다.	There are no friends registered.
모두 거부	Reject All
모두 수락	Accept All
요청 받은 내역이 없습니다.	No requested details.
친구 프로필	Friend's Profile
부대명	Name
검색 부대명 입력	Find by Unit name
전투원 해제	Unlock Unit
전투원 잠금	Lock Unit
칩	Chip
상세 정보	Details
보유 한도	Capacity
진행중	"In`nProgress"
소모 강화 포인트	Enhancement Point Cost
등급필터	Filter
잔여 강화 포인트	Enhancement Points Left
전투원 선택	Select Unit
발견 가능	Find
스테이지 클리어 조건	Stage Clear Conditions
스테이지 패배 조건	Stage Defeat Conditions
모든 적 처치	Defeat all enemies
아군 스쿼드 전멸	Our squad is defeated
실종 대원 목록	Lost Units
획득 가능 물품	Salvageable Items
스테이지 승리 조건	Victory Conditions
클리어 보상	Stage Clear Rewards
★4 보상	★4 Rewards
탐사완료	Exploration Completion
탐사시간	Exploration Time
탐색	Explore
완 료	Complete
탐색 스쿼드	Exploration squad
탐색 조건	Exploration Criteria
추가 획득 가능	Additional Items
탐색 완료 보상	Exploration Rewards
반복전투	Repeat Battle
수복시간	Recovery Time
결정	Decide
행동 개시	Begin
달성한 이야기	Story Complete
선택 된 이야기 없음	No Story Selected
획득 가능한 보상	Possible Rewards
보유 티켓 :	Held Tickets :
모의 전투 훈련	Combat Simulation
적정 전투력 :	"Recommended`nCombat Power"
모든 스테이지를 클리어 했습니다.	All Stages Cleared
분대 변경	Change Squad
가능 요청 수	?Number of possible requests?
전투 정비	Battle Repairs
대상 정보	Target Info
상태 정보	Status Info
전투 개시	Begin Battle
승급에 필요한 레벨 조건을 만족하지 못해 승급할 수 없습니다.	Cannot promote. The level requirement for promotion has not been met.
승급에 필요한 호감도 조건을 만족하지 못해 승급할 수 없습니다.	Cannot promote. The affection requirement has not been met.
승급에 필요한 재료가 부족해 승급할 수 없습니다.	Cannot promote. You do not have the required materials.
제 {0}구역 {1}섹터	Area {1} - Zone {0}
점거 실패	?Failed to occupy?
임무 중 획득 아이템	Mission Items Acquired
출현 적	Enemies emerge
확보한 보급품 수	Supplies Secured
최대 도달 구역	Highest Area Reached
장비를 장착중인 전투원은 링크가 불가능 합니다. 해당 캐릭터 설정으로 이동 하시겠습니까?	Cannot link Units that are equipped with gear. Do you want to go to the Unit Settings?
한 번에 강화할 수 있는 장비 수가 가득 찼습니다.	You have reached the limit of selectable enhancement material.
그럼, 주인님 간략하게 설명을 드릴게요.	Commander, I will give you a brief explanation.
"지휘 콘솔을 봐주세요.`n일단은 제가 가장 먼저 공격 준비가 되었어요."	"Please look at the command console.`nAs it stands, I'm the first to be ready to attack."
"지휘 콘솔에 표시된 우리 얼굴은 공격 순서를 의미해요.`n전투 준비 상태는 AP라고 하고 준비된 상태를 10으로 표시해요. 기억해 주세요."	"Our faces on the command console represent the order of attack.`nCombat readiness is measured by AP and we are ready when it reaches 10. Please take note of this."
이번엔 저만 전투 준비가 되었어요. 그래도 선공으로 시작할 수 있겠네요. 	Right now, I'm the only one ready to fight, but I will start with a first lesson.
"그럼 제가 할 수 있는 행동을 지정할 차례에요. `n전투 명령엔 저희의 전투 기술 사용이 가장 기본이에요."	"Then it's my turn to plan an action.`nOur use of combat skills is fundamental to a successful battle strategy."
"그 외에도 이동이나 대기 명령도 가능하지만… 이번엔 가장 적을 빨리 무찌르는 게 가장 중요하니 `n우선 가장 공격력이 강한 전투 기술을 사용하기로 해요."	"You can also move around and wait, but... The most important thing right now is the defeat the enemy quickly. `nFirst, let's use the most aggressive strategy."
"자, 명령할 전투 기술을 선택하셨으면 적을 지정해 주세요. `n일단은 앞에 있는 적이 좋겠네요."	"Now, if you have selected a combat skill to execute, please select an enemy to target. `nI'd like to be in front of you for now."
좋아요. 적이 반파되었네요. 그럼 다음 전투 명령을…	All right, the enemy has been damaged. Then I'll give you the next battle order...
다음은 나야 나! 헤헤! 이번엔 나도 준비 됐다고!	It's me next! Heheh! I'm ready this time!
"사령관! 이번엔 내가 먼저거든?`n앞에 있는 녀석부터 얼른 처치하고 뒤에 있는 녀석과 거리부터 줄이자고!"	"Commander, I'm the first one this time.`nLet's get rid of the one in front of us so we can close in on the back one!"
쓸 기술은 기본적으로 지정되어 있으니 바로 앞에 있는 녀석을 목표로 지정해 줘!	The skill you're going to use is selected, so please target the enemy in the front!
좋아! 공격 준비 완료!	All right! Ready to attack!
주인님, 제 목표도 지정해 주세요.	 Commander, I need you to select my target.
"[c][FFBA29FF]{0}[-][/c]의 연구를 즉시 완료합니다.`n[c][FFBA29FF]수상한 연산회로[-][/c] 1개가 소모됩니다."	"Complete researching [c][FFBA29FF]{0}[-][/c] immediately.`nOne [c][FFBA29FF]Strange Circuit[-][/c] will be used."
"이 스테이지에선 친구 스쿼드를`n사용할 수 없습니다."	"You cannot use your friend's squad on this stage."
사용할 수 있는 친구 스쿼드가 없습니다	No friend squad available
설치할 수 있는 최대 개수를 초과해 소환할 수 없습니다	You cannot summon more than the maximum number that can fit.
요청 받은 친구 목록이 없습니다.	There are no friend requests listed.
"[c][ffcc00]{0}단계[-][/c]`n진행중"	"Stage [c][ffcc00]{0}[-][/c]`nIn Progress"
이야기 {0} <{1}> 시작되었습니다.	Begin stage <{1}> of Story {0}.
이야기 {0} <{1}>의 스테이지로 이동하시겠습니까?	Do you want to go to Stage <{1}> of Story {0}?
"등급 / 레벨이 높은 캐릭터입니다. 정말 전투 모듈을 분해하시겠습니까?`n모듈 분해 시 해당 캐릭터는 사라집니다."	"The Unit has a high rank or level. Are you sure you want to recycle it?`nWhen you recycle a Unit, it will be destroyed."
"분해`n전투원 선택"	"Recycling`nSelect a Unit"
"분해`n장비 선택"	"Recycling`nSelect Gear"
"출격 가능 스쿼드 수가 최대여서 더 이상 `n출격 스쿼드를 등록할 수 없습니다."	"The maximum number of squads has been reached.`nUnable to register further squads"
"[c][f0f0b3]{0}[-][/c]의 수복에 다음과 같이 자원과 시간이 필요합니다.`n수복을 실행하시겠습니까?"	"It will cost the following resources to recover [c][f0f0b3]{0}[-][/c]. Are you sure you want to begin recovery?"
"수복에 필요한 자원이 부족합니다.`n자원을 구입하시겠습니까?"	"There are not enough resources to begin recovery.`nWould you like to purchase some?"
"잠긴 슬롯을 해제하시겠습니까?`n(슬롯 해제를 위해서는 상점에서 슬롯 확장 메뉴를 구입하여야 합니다.)"	"Do you want to open the locked slot?`n(To open the slot you must purchase a slot expansion from the store"
